instance,customer_num,routes_used_number,distance_all,execution_time,random_seed
R203,100,9,1116.27,216.026,114
R204,100,10,983.107,303.939,114
R205,100,11,1273.2,147.599,114
R206,100,11,1202.48,167.353,114
R207,100,8,1035.16,217.161,114
R208,100,9,992.547,303.017,114
R209,100,10,1172.72,149.47,114
R210,100,10,1198.31,149.946,114
R211,100,9,1040.36,156.13,114
R101,100,21,1732.2,144.307,115
R102,100,21,1717.09,163.676,115
R103,100,18,1497.07,210.673,115
R104,100,14,1253.9,293.143,115
R105,100,18,1475.65,143.078,115
R106,100,17,1489.23,163.606,115
R107,100,15,1408.83,211.951,115
R108,100,13,1172.12,293.795,115
R109,100,14,1359.12,146.72,115
R110,100,14,1319.27,149.178,115
R111,100,15,1313.74,148.742,115
R112,100,13,1208.83,150.234,115
R201,100,13,1386.39,145.815,115
R202,100,11,1333.64,163.982,115
R203,100,9,1146.63,212.584,115
R204,100,7,931.485,301.562,115
R205,100,11,1291.98,147.071,115
R206,100,10,1136.23,165.977,115
R207,100,7,974.211,216.816,115
R208,100,9,997.994,307.542,115
R209,100,9,1134.04,150.482,115
R210,100,10,1164.11,150.74,115
R211,100,10,1070.21,156.337,115
R101,100,21,1769.68,145.605,116
R102,100,19,1684.17,164.555,116
R103,100,18,1550.42,215.678,116
R104,100,15,1254.62,292.834,116
R105,100,18,1533.5,146.379,116
R106,100,17,1461.47,165.226,116
R107,100,15,1413.91,213.244,116
R108,100,12,1194.64,296.186,116
R109,100,15,1352.18,147.54,116
R110,100,16,1421.26,166.789,116
R111,100,15,1346.73,177.931,116
R112,100,14,1259.98,180.602,116
R201,100,12,1332.72,170.657,116
R202,100,10,1251.8,207.502,116
R203,100,9,1119.79,280.009,116
R204,100,6,917.507,355.992,116
R205,100,9,1189.29,150.288,116
R206,100,10,1187.92,192.828,116
R207,100,7,975.999,245.341,116
R208,100,8,945.507,325.581,116
R209,100,12,1124.2,151.656,116
R210,100,10,1150.52,175.76,116
R211,100,7,1066.77,161.136,116
R101,100,22,1799.91,171.851,117
R102,100,19,1677.78,172.349,117
